name,Location,Room_Type,Bed,Price,tax,Reviews,link
Hotel Divine and Restaurant,PratA�pgarh,Economy Double Room,1 full bed,? 989,+ ?119 taxes and fees,,https://www.booking.comhttps://www.booking.com/hotel/in/divine-and-restaurant.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=790&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390026&all_sr_blocks=1124091402_385132023_0_42_0&highlighted_blocks=1124091402_385132023_0_42_0&matching_block_id=1124091402_385132023_0_42_0&sr_pri_blocks=1124091402_385132023_0_42_0__98910&from=searchresults
HOTEL AGRAWAL RESTAURANT & LODGING,PhardA�pur,Deluxe Double Room (2 Adults + 1 Child),1 full bed,? 989,+ ?119 taxes and fees,Scored 3.0,https://www.booking.comhttps://www.booking.com/hotel/in/agrawal-restaurant-amp-lodging.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=791&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390026&all_sr_blocks=1134523901_386116021_1_2_0&highlighted_blocks=1134523901_386116021_1_2_0&matching_block_id=1134523901_386116021_1_2_0&sr_pri_blocks=1134523901_386116021_1_2_0__98910&from=searchresults
Musa Jungle Retreat,Kumguri,Deluxe Cottage,Entire chalet • 1 bedroom • 1 bathroom • 33m²1 king bed,"? 5,400",+ ?648 taxes and fees,Scored 8.9,https://www.booking.comhttps://www.booking.com/hotel/in/musa-jungle-retreat.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=792&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390026&all_sr_blocks=109799203_86166280_1_42_0&highlighted_blocks=109799203_86166280_1_42_0&matching_block_id=109799203_86166280_1_42_0&sr_pri_blocks=109799203_86166280_1_42_0__540000&from=searchresults
ELEPHANT ROUTE,Thekkady,Superior King Room,1 queen bed,"? 2,400",+ ?384 taxes and fees,Scored 8.5,https://www.booking.comhttps://www.booking.com/hotel/in/elephant-route-kumily.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=793&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390026&all_sr_blocks=1006571401_375804583_2_2_0&highlighted_blocks=1006571401_375804583_2_2_0&matching_block_id=1006571401_375804583_2_2_0&sr_pri_blocks=1006571401_375804583_2_2_0__240000&from=searchresults
Hotel Dhruv Palace,Trimbak,Standard King Room,1 full bed,"? 2,200",+ ?264 taxes and fees,Scored 5.9,https://www.booking.comhttps://www.booking.com/hotel/in/dhruv-palace-trimbak.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=794&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390026&all_sr_blocks=799066510_370139727_2_42_0&highlighted_blocks=799066510_370139727_2_42_0&matching_block_id=799066510_370139727_2_42_0&sr_pri_blocks=799066510_370139727_2_42_0__220000&from=searchresults
Sky Suites,"Sector 40 - 44, Gurgaon",Deluxe Room (2 Adults + 1 Child),1 full bed,"? 2,450",+ ?294 taxes and fees,Scored 7.6,https://www.booking.comhttps://www.booking.com/hotel/in/skysuites.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=795&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390026&all_sr_blocks=711411801_295988317_2_2_0&highlighted_blocks=711411801_295988317_2_2_0&matching_block_id=711411801_295988317_2_2_0&sr_pri_blocks=711411801_295988317_2_2_0__245000&from_sustainable_property_sr=1&from=searchresults
SHUBHANJALI RESORT,Amroha,Deluxe Double Room,10 full beds,"? 2,655",+ ?319 taxes and fees,Scored 1.0,https://www.booking.comhttps://www.booking.com/hotel/in/shubhanjali-resort.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=796&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390026&all_sr_blocks=1144936801_387330592_10_2_0&highlighted_blocks=1144936801_387330592_10_2_0&matching_block_id=1144936801_387330592_10_2_0&sr_pri_blocks=1144936801_387330592_10_2_0__265500&from=searchresults
OM Clarks Inn Raebareli,RA�e Bareli,Deluxe Room,1 full bed,"? 3,199",+ ?384 taxes and fees,Scored 6.6,https://www.booking.comhttps://www.booking.com/hotel/in/om-clarks-inn-raebareli.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=797&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390026&all_sr_blocks=550685401_340201293_1_0_0&highlighted_blocks=550685401_340201293_1_0_0&matching_block_id=550685401_340201293_1_0_0&sr_pri_blocks=550685401_340201293_1_0_0__319900&from=searchresults
MAHESWAR LAND,Majuli,Budget Double Room,Multiple bed types,? 599,+ ?72 taxes and fees,Scored 7.3,https://www.booking.comhttps://www.booking.com/hotel/in/maheswar-land.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=798&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390026&all_sr_blocks=425422602_179455322_2_0_0&highlighted_blocks=425422602_179455322_2_0_0&matching_block_id=425422602_179455322_2_0_0&sr_pri_blocks=425422602_179455322_2_0_0__59900&from=searchresults
KSTDC Hotel Mayura Sangama Mekedatu,Mulhalli,Deluxe Double Room,1 twin bed,"? 1,169",+ ?140 taxes and fees,Scored 5.6,https://www.booking.comhttps://www.booking.com/hotel/in/mayura-sangama-mekedatu.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=799&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=200827402_376700289_2_0_0&highlighted_blocks=200827402_376700289_2_0_0&matching_block_id=200827402_376700289_2_0_0&sr_pri_blocks=200827402_376700289_2_0_0__116900&from=searchresults
"Mandrem Beach Resort, a member of Radisson Individuals Retreat",Mandrem,Superior Room,1 king bed,"? 10,000","+ ?1,800 taxes and fees",Scored 9.4,https://www.booking.comhttps://www.booking.com/hotel/in/regenta-place-mandrem-beach-resort.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=800&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=570839014_391033143_2_1_0&highlighted_blocks=570839014_391033143_2_1_0&matching_block_id=570839014_391033143_2_1_0&sr_pri_blocks=570839014_391033143_2_1_0__1000000&from_sustainable_property_sr=1&from=searchresults
Shubham guest house,Muzaffarpur,Bed in 10-Bed Mixed Dormitory Room,Bed in dorm1 twin bed,? 250,Includes taxes and fees,Scored 7.3,https://www.booking.comhttps://www.booking.com/hotel/in/shubham-guest-house-muzaffarpur.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=801&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=927848007_377643089_1_42_0&highlighted_blocks=927848007_377643089_1_42_0&matching_block_id=927848007_377643089_1_42_0&sr_pri_blocks=927848007_377643089_1_42_0__25000&from_sustainable_property_sr=1&from=searchresults
Hotel White Grand Shimla-near ISBT bus stand- Fully Air Conditioner,Shimla,Deluxe Double Room (2 Adults + 1 Child),1 queen bed,"? 4,200",+ ?504 taxes and fees,Scored 8.2,https://www.booking.comhttps://www.booking.com/hotel/in/white-house-shimla.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=802&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=1134841601_386142761_2_40_0&highlighted_blocks=1134841601_386142761_2_40_0&matching_block_id=1134841601_386142761_2_40_0&sr_pri_blocks=1134841601_386142761_2_40_0__420000&from=searchresults
The Shades Holiday inn,KushA�lnagar,Deluxe Double Room with Extra Bed,2 queen beds,"? 3,700",+ ?444 taxes and fees,Scored 9.2,https://www.booking.comhttps://www.booking.com/hotel/in/ekanth-holiday-home.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=803&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=241432101_385388953_4_33_0&highlighted_blocks=241432101_385388953_4_33_0&matching_block_id=241432101_385388953_4_33_0&sr_pri_blocks=241432101_385388953_4_33_0__370000&from_sustainable_property_sr=1&from=searchresults
Chettinadu Mansion – An Authentic Heritage Palace,KA�nA�dukA�ttA�n,Deluxe Heritage Double Room,1 queen bed,"? 5,200",+ ?624 taxes and fees,Scored 8.2,https://www.booking.comhttps://www.booking.com/hotel/in/chettinadu-mansion.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=804&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=30554402_226060478_0_41_0&highlighted_blocks=30554402_226060478_0_41_0&matching_block_id=30554402_226060478_0_41_0&sr_pri_blocks=30554402_226060478_0_41_0__520000&from=searchresults
Private rooms in Jagatpuri- Near Anand Vihar,"East Delhi, New Delhi",Deluxe Double Room (2 Adults + 1 Child),1 full bed,"? 1,073",+ ?129 taxes and fees,Scored 8.3,https://www.booking.comhttps://www.booking.com/hotel/in/gpalace.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=805&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=1130641101_385720149_1_2_0&highlighted_blocks=1130641101_385720149_1_2_0&matching_block_id=1130641101_385720149_1_2_0&sr_pri_blocks=1130641101_385720149_1_2_0__107313&from_sustainable_property_sr=1&from=searchresults
"Himalayan Nomad Cottage, Manali",ManA�li,Two-Bedroom Cottage,"Entire bungalow • 2 bedrooms • 1 living room • 2 bathrooms4 beds (2 kings, 2 sofa beds)","? 6,500",+ ?780 taxes and fees,Scored 7.0,https://www.booking.comhttps://www.booking.com/hotel/in/qayamat-cottage.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=806&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=972649902_369666644_8_0_0&highlighted_blocks=972649902_369666644_8_0_0&matching_block_id=972649902_369666644_8_0_0&sr_pri_blocks=972649902_369666644_8_0_0__650000&from_sustainable_property_sr=1&from=searchresults
Hotel Deepak Retreat,GudivA�da,Deluxe King Room,1 queen bed,"? 2,400",+ ?288 taxes and fees,Scored 9.0,https://www.booking.comhttps://www.booking.com/hotel/in/deepak-retreat.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=807&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=1136784504_386310132_0_2_0&highlighted_blocks=1136784504_386310132_0_2_0&matching_block_id=1136784504_386310132_0_2_0&sr_pri_blocks=1136784504_386310132_0_2_0__240000&from=searchresults
FabExpress Laxmi Inn,kolkata,Deluxe Double Room,1 full bed,"? 1,398",+ ?168 taxes and fees,Scored 9.1,https://www.booking.comhttps://www.booking.com/hotel/in/fabexpress-laxmi-inn.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=808&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=1099762202_382979077_0_2_0&highlighted_blocks=1099762202_382979077_0_2_0&matching_block_id=1099762202_382979077_0_2_0&sr_pri_blocks=1099762202_382979077_0_2_0__139826&from_sustainable_property_sr=1&from=searchresults
OYO Flagship Hotel Divy inn,Prayagraj,Classic Triple Room,1 queen bed,? 988,+ ?135 taxes and fees,,https://www.booking.comhttps://www.booking.com/hotel/in/oyo-flagship-divy-inn.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=809&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=1139973802_386867336_1_0_0&highlighted_blocks=1139973802_386867336_1_0_0&matching_block_id=1139973802_386867336_1_0_0&sr_pri_blocks=1139973802_386867336_1_0_0__98750&from=searchresults
Le dando Beach Resort by Orion Hotels,Old Goa,Deluxe Double Room,1 full bed,"? 2,799",+ ?336 taxes and fees,Scored 9.4,https://www.booking.comhttps://www.booking.com/hotel/in/skon-morjim-beach-resort-by-orion-hotels-goa.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=810&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=1035333801_386867599_2_2_0&highlighted_blocks=1035333801_386867599_2_2_0&matching_block_id=1035333801_386867599_2_2_0&sr_pri_blocks=1035333801_386867599_2_2_0__279930&from=searchresults
Bhavani Villa Danta,SatlA�sna,Deluxe Room,"2 beds (1 full, 1 futon)","? 4,388",+ ?527 taxes and fees,Scored 10,https://www.booking.comhttps://www.booking.com/hotel/in/bhavani-villa-bhavangadh.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=811&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=924286801_364214133_2_42_0&highlighted_blocks=924286801_364214133_2_42_0&matching_block_id=924286801_364214133_2_42_0&sr_pri_blocks=924286801_364214133_2_42_0__438795&from_sustainable_property_sr=1&from=searchresults
Townhouse OAK Hillside Aqua,Khandagiri,Standard Double Room,1 queen bed,"? 1,242",+ ?175 taxes and fees,Scored 6.5,https://www.booking.comhttps://www.booking.com/hotel/in/townhouse-oak-hillside-aqua.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=812&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=807815703_375715290_1_2_0&highlighted_blocks=807815703_375715290_1_2_0&matching_block_id=807815703_375715290_1_2_0&sr_pri_blocks=807815703_375715290_1_2_0__124196&from=searchresults
Hotel Shanti Plaza-by Haveliya Hotels,"Paharganj, New Delhi",Premium Room,Beds: 1 double or 2 twins,"? 1,680",+ ?202 taxes and fees,Scored 7.7,https://www.booking.comhttps://www.booking.com/hotel/in/shanti-plaza.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=813&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=213208105_265485461_1_42_0&highlighted_blocks=213208105_265485461_1_42_0&matching_block_id=213208105_265485461_1_42_0&sr_pri_blocks=213208105_265485461_1_42_0__168000&from_sustainable_property_sr=1&from=searchresults
Olive Indiranagar 100ft Road - by Embassy Group,"Indiranagar, Bangalore",Standard Double Room,1 queen bed,"? 3,867",+ ?464 taxes and fees,Scored 7.9,https://www.booking.comhttps://www.booking.com/hotel/in/olive-indiranagar-100ft-road-by-embassy-group.html?label=gen173rf-1FCAEiBWhvdGVsKIICOOgHSDNYA2hsiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBogIQc2VhcmNoLmJyYXZlLmNvbagCA7gCgrKdsgbAAgHSAiRhMjBjNzY2NS0xNDJiLTQ0OTAtOTExOS1iZjM1YTZjMjQxNjjYAgXgAgE&sid=ba5493355b758883a61f8556fe47c06a&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-22&checkout=2024-05-23&dest_id=98&dest_type=country&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=814&sr_order=popularity&srpvid=aec86953843c019a&srepoch=1716390030&all_sr_blocks=1105116001_383312191_2_0_0&highlighted_blocks=1105116001_383312191_2_0_0&matching_block_id=1105116001_383312191_2_0_0&sr_pri_blocks=1105116001_383312191_2_0_0__386720&from_sustainable_property_sr=1&from=searchresults
